house_area,house_floor,house_price,house_region,house_type,region_name
90.5,低楼层 (共34层),10277.0,西山·南亚,2室2厅1卫,金坤尚城学府里
133.52,高楼层 (共14层),6966.0,五华·泛亚,3室2厅2卫,春城慧谷二期
125.0,中楼层 (共6层),9280.0,呈贡·呈贡,3室2厅2卫,蓝光颐明园
123.01,低楼层 (共18层),8293.0,官渡·新亚洲,3室1厅2卫,新亚洲体育城星云园
86.0,高楼层 (共25层),10466.0,西山·大商汇,2室1厅1卫,未名城A3地块
132.0,中楼层 (共34层),13258.0,呈贡·呈贡,3室1厅2卫,七彩云南第壹城
98.29,中楼层 (共33层),13023.0,西山·草海,3室2厅2卫,书香云海
68.09,低楼层 (共7层),9694.0,盘龙·金沙,3室1厅1卫,金沙小区
154.96,中楼层 (共5层),14714.0,官渡·世纪城,4室2厅2卫,银海畅园西区
103.04,低楼层 (共35层),11452.0,盘龙·白云,3室2厅2卫,广基锦悦四季
97.04,中楼层 (共14层),14428.0,官渡·滇池半岛,3室1厅2卫,招商海屿城
76.87,高楼层 (共34层),11448.0,五华·泛亚,2室2厅1卫,融创春风十里云帆苑
68.0,高楼层 (共43层),9118.0,盘龙·世博,2室1厅1卫,溪畔丽景
173.05,低楼层 (共15层),9709.0,呈贡·呈贡,4室2厅2卫,众和东苑
97.29,高楼层 (共6层),9868.0,盘龙·红云,3室2厅2卫,实力郡城
89.0,低楼层 (共18层),14607.0,官渡·新亚洲,3室2厅2卫,河畔俊园
75.0,中楼层 (共25层),12667.0,盘龙·北辰,2室2厅1卫,北辰财富中心
99.39,中楼层 (共29层),12577.0,盘龙·北辰,3室2厅1卫,彩云间花园
136.55,中楼层 (共25层),6591.0,呈贡·呈贡,3室1厅1卫,实力锦城B组团
88.66,低楼层 (共8层),16355.0,西山·度假区,2室1厅1卫,西南海上
84.92,高楼层 (共7层),9421.0,官渡·巫家坝,3室2厅1卫,怡园小区
126.09,高楼层 (共15层),12293.0,西山·大商汇,3室2厅2卫,华都花园B区
101.0,低楼层 (共36层),21783.0,官渡·菊花,3室2厅2卫,华润中心悦府
112.0,高楼层 (共11层),13929.0,西山·大商汇,4室2厅2卫,筑友双河湾金榜苑
145.0,高楼层 (共8层),16552.0,五华·顺城,4室2厅2卫,福华花园
166.47,高楼层 (共18层),16820.0,五华·泛亚,4室2厅3卫,融创春风十里云翥苑
123.87,中楼层 (共33层),9123.0,五华·泛亚,3室2厅2卫,国茶港
214.0,中楼层 (共37层),23356.0,官渡·菊花,4室2厅4卫,华润中心润府
148.16,低楼层 (共32层),13432.0,官渡·滇池半岛,4室2厅2卫,万科翡翠滨江二期
144.0,低楼层 (共34层),7292.0,呈贡·呈贡,4室1厅2卫,时代俊园
184.0,中楼层 (共15层),6740.0,呈贡·呈贡,5室2厅2卫,时代俊园
144.0,高楼层 (共15层),9028.0,呈贡·呈贡,4室1厅2卫,时代俊园
121.87,高楼层 (共33层),6155.0,呈贡·呈贡,3室1厅2卫,广电苑义园
84.0,低楼层 (共17层),8572.0,呈贡·呈贡,2室2厅1卫,东盟森林
98.0,高楼层 (共21层),19388.0,官渡·滇池半岛,3室2厅2卫,万科翡翠滨江
154.4,高楼层 (共11层),10363.0,官渡·新亚洲,4室2厅2卫,新亚洲体育城星体花园南区
126.0,中楼层 (共43层),13493.0,盘龙·昆明湖公园,4室2厅2卫,万科金域水岸
106.12,低楼层 (共30层),11308.0,呈贡·呈贡,3室2厅2卫,卓越滇池晴翠
74.87,高楼层 (共25层),11086.0,官渡·新亚洲,2室1厅1卫,万科魅力之城
90.85,低楼层 (共17层),8586.0,呈贡·呈贡,3室2厅1卫,绿地滇池国际健康城蓝湾
97.07,低楼层 (共30层),10817.0,盘龙·金沙,3室2厅2卫,碧桂园璟台
54.0,低楼层 (共7层),12778.0,盘龙·新迎,2室2厅1卫,新迎小区六组团
125.0,中楼层 (共33层),18320.0,官渡·巫家坝,3室1厅2卫,中海寰宇天下
129.0,高楼层 (共7层),8528.0,盘龙·北辰,4室1厅2卫,金实小区华春园
97.0,中楼层 (共24层),13196.0,盘龙·白云,2室1厅1卫,水晶俊园
127.2,高楼层 (共33层),13523.0,五华·红云,4室2厅2卫,绿城春江明月
76.09,中楼层 (共16层),12223.0,五华·红云,2室1厅1卫,美璟欣城
127.45,中楼层 (共7层),12947.0,盘龙·东白沙河,4室2厅2卫,万科白沙润园
64.3,中楼层 (共7层),11665.0,官渡·国贸,3室2厅1卫,关上石油生活区
108.38,中楼层 (共34层),17993.0,官渡·巫家坝,3室2厅2卫,龙湖天璞
85.0,低楼层 (共17层),6118.0,呈贡·呈贡,2室2厅1卫,东盟森林
122.2,中楼层 (共7层),11293.0,盘龙·北辰,3室1厅2卫,金泉小区
145.06,低楼层 (共11层),19303.0,西山·红星,3室1厅2卫,世纪半岛橄榄谷
128.35,低楼层 (共12层),15193.0,西山·度假区,4室2厅2卫,万科银海泊岸观澜
80.82,中楼层 (共8层),9033.0,西山·西苑,3室1厅1卫,和园小区(西山区)
114.54,低楼层 (共7层),11176.0,五华·虹山,3室2厅2卫,学府人家
110.0,低楼层 (共32层),9637.0,官渡·凉亭,2室2厅1卫,米兰春天
47.31,中楼层 (共26层),9512.0,盘龙·新迎,1室1厅1卫,中房路易公元
73.14,中楼层 (共31层),10665.0,盘龙·昆明湖公园,3室2厅1卫,华润中央公园
128.8,高楼层 (共45层),10870.0,五华·北教场,3室2厅2卫,碧桂园龙腾世家
77.0,高楼层 (共6层),8052.0,五华·二环北,3室2厅1卫,五台路3号
179.0,低楼层 (共17层),8939.0,官渡·新亚洲,4室2厅2卫,新亚洲体育城星体花园南区
80.0,中楼层 (共33层),11000.0,五华·高新,2室2厅1卫,丽阳星城二期
85.36,高楼层 (共11层),12653.0,西山·大商汇,2室1厅1卫,滇池印象花园
137.7,高楼层 (共31层),17938.0,西山·西山万达,4室2厅2卫,锦粼天序
125.33,中楼层 (共33层),11969.0,盘龙·昆明湖公园,3室2厅2卫,昆明湖七里香
98.9,低楼层 (共20层),15673.0,官渡·巫家坝,2室2厅1卫,大润发商业广场
81.0,高楼层 (共4层),29630.0,五华·翠湖,4室2厅1卫,翠湖南路92号
157.13,中楼层 (共12层),10501.0,官渡·世纪城,4室2厅2卫,银海畅园西区
50.0,高楼层 (共6层),10200.0,西山·船房,2室1厅1卫,刘家营小区东区
118.07,中楼层 (共7层),11011.0,官渡·国贸,4室2厅2卫,恒信苑
119.0,高楼层 (共18层),13446.0,五华·昆八中,4室2厅2卫,碧桂园半山龙庭
89.0,中楼层 (共35层),11911.0,官渡·滇池半岛,2室1厅2卫,昆明恒大城
105.0,中楼层 (共35层),12191.0,盘龙·白云,3室2厅2卫,广基锦悦四季
142.47,高楼层 (共32层),17408.0,盘龙·司家营,4室2厅2卫,俊发城逸璟峰
156.0,中楼层 (共24层),10898.0,盘龙·司家营,3室3厅2卫,金江小区·云苑
72.74,高楼层 (共18层),11823.0,官渡·新亚洲,2室1厅1卫,俊发湾流海
158.0,低楼层 (共32层),10127.0,官渡·滇池半岛,4室1厅3卫,昆明恒大城
179.9,低楼层 (共18层),13063.0,五华·丰宁,4室2厅2卫,尚源郦城
101.2,低楼层 (共34层),10376.0,五华·二环北,3室1厅1卫,中产花香四季
97.0,低楼层 (共35层),12372.0,官渡·滇池半岛,4室1厅2卫,昆明恒大城
143.0,低楼层 (共32层),6994.0,官渡·巫家坝,4室2厅2卫,悦满欣城
99.67,高楼层 (共30层),10836.0,盘龙·金沙,3室2厅2卫,碧桂园璟台
97.0,高楼层 (共35层),11341.0,官渡·滇池半岛,4室1厅2卫,昆明恒大城
81.67,中楼层 (共7层),11633.0,官渡·国贸,3室2厅1卫,中国人民财产保险股份有限公司云南省分公司本部宿舍
143.64,中楼层 (共32层),7310.0,呈贡·呈贡,3室2厅2卫,花香满径
98.0,高楼层 (共31层),8674.0,五华·红云,2室2厅1卫,和谐世纪
98.04,中楼层 (共7层),8364.0,五华·二环北,3室2厅1卫,云南省财经学校家属区
60.8,中楼层 (共11层),7895.0,盘龙·红云,2室2厅1卫,德惠小区
125.33,中楼层 (共33层),11171.0,盘龙·昆明湖公园,3室2厅2卫,昆明湖七里香
85.32,高楼层 (共32层),14065.0,盘龙·昆明湖公园,3室1厅1卫,山水润城雅园
144.0,低楼层 (共16层),11181.0,官渡·世纪城,3室2厅2卫,世纪城雅春苑
37.2,低楼层 (共21层),9947.0,西山·西苑,1室0厅1卫,甲壳城市
77.0,高楼层 (共18层),14806.0,西山·大商汇,2室1厅1卫,广福城和福园
100.0,高楼层 (共11层),15500.0,西山·大商汇,3室2厅2卫,筑友双河湾金榜苑
89.89,中楼层 (共31层),12015.0,呈贡·呈贡,3室2厅2卫,金茂国际新城
129.75,中楼层 (共33层),12178.0,五华·泛亚,4室2厅2卫,吾悦花园
104.0,高楼层 (共34层),11539.0,官渡·新螺蛳湾,3室2厅2卫,万科公园里
248.6,高楼层 (共27层),26147.0,官渡·巫家坝,4室2厅4卫,中国铁建西派国樾
95.73,中楼层 (共7层),9924.0,西山·船房,3室2厅1卫,宏海商住区
138.55,高楼层 (共34层),9528.0,呈贡·呈贡,4室2厅2卫,绿地东海岸
126.0,中楼层 (共29层),13493.0,五华·昆八中,4室2厅2卫,万科中天北宸
125.0,中楼层 (共34层),11600.0,西山·红星,4室2厅2卫,红星紫郡
125.39,高楼层 (共45层),9969.0,官渡·金马,3室2厅2卫,金马悦城
101.04,高楼层 (共25层),13461.0,西山·西苑,3室2厅1卫,金地商置昆悦
102.0,低楼层 (共18层),9608.0,官渡·昆船,3室2厅1卫,中铁百年印象
75.0,高楼层 (共43层),10134.0,盘龙·世博,2室2厅1卫,俊发盛唐城
135.78,中楼层 (共13层),12005.0,五华·红云,4室2厅2卫,美伦花乡
141.8,中楼层 (共11层),11989.0,西山·大商汇,4室2厅2卫,广福小区一区(西区)
135.66,中楼层 (共17层),6266.0,呈贡·呈贡,3室2厅2卫,东盟森林
280.0,中楼层 (共4层),16429.0,呈贡·呈贡,5室2厅5卫,众和佳苑
70.26,低楼层 (共7层),9963.0,五华·虹山,2室1厅1卫,百年明日城市
128.03,中楼层 (共34层),16403.0,五华·泛亚,4室2厅2卫,万科城启峰上
125.24,低楼层 (共11层),15970.0,官渡·滇池半岛,3室2厅2卫,招商海公馆
112.82,中楼层 (共25层),14891.0,五华·黑林铺,3室2厅2卫,万科云子
120.0,低楼层 (共33层),9834.0,官渡·新螺蛳湾,3室2厅2卫,万科公园里
139.0,低楼层 (共26层),13670.0,西山·草海,3室2厅2卫,昆明融创文旅城花语湾
89.86,低楼层 (共17层),8347.0,呈贡·呈贡,2室2厅1卫,东盟森林
135.62,中楼层 (共12层),8111.0,盘龙·世博,3室2厅2卫,金林碧水小区
109.55,中楼层 (共6层),9037.0,盘龙·新迎,3室2厅1卫,新迎小区十组团
89.99,低楼层 (共29层),10335.0,官渡·新亚洲,3室1厅1卫,万科魅力之城
156.16,高楼层 (共32层),9990.0,官渡·世纪城,4室2厅3卫,海伦国际泰晤士区
117.0,中楼层 (共6层),12394.0,西山·大商汇,3室2厅2卫,水岸艺城
97.0,中楼层 (共33层),13609.0,西山·大商汇,3室2厅1卫,中铁水岸青城二期
123.06,中楼层 (共33层),8777.0,盘龙·昆明湖公园,3室2厅2卫,昆明湖臻园B区
147.22,高楼层 (共18层),13586.0,盘龙·东白沙河,4室2厅2卫,美的顺城府
150.0,中楼层 (共30层),9334.0,盘龙·昆明湖公园,4室2厅2卫,昆明湖臻园A区
86.04,高楼层 (共34层),7206.0,五华·泛亚,2室1厅1卫,春城慧谷二期
134.95,低楼层 (共33层),11857.0,西山·大商汇,3室1厅2卫,广福城和福园
84.7,低楼层 (共35层),10626.0,官渡·滇池半岛,3室2厅1卫,昆明恒大城
121.56,高楼层 (共7层),9214.0,盘龙·北辰,4室2厅2卫,金泉小区
127.29,高楼层 (共12层),15320.0,盘龙·东白沙河,3室2厅2卫,美的顺城府
286.68,中楼层 (共7层),13953.0,西山·红星,6室2厅2卫,天泽园
108.0,低楼层 (共32层),13612.0,五华·北教场,3室2厅2卫,龙湖水晶郦城
112.98,中楼层 (共8层),19119.0,盘龙·东白沙河,4室2厅2卫,中海云麓九里
65.0,低楼层 (共7层),10770.0,西山·白马,2室2厅1卫,西华小区春怡里
148.0,中楼层 (共33层),12500.0,盘龙·昆明湖公园,4室2厅2卫,昆明湖湖珀
127.77,高楼层 (共29层),14871.0,官渡·巫家坝,3室2厅2卫,万科大都会一期
89.24,高楼层 (共18层),13447.0,盘龙·世博,3室2厅1卫,云南映象花好月圆
88.0,低楼层 (共44层),9887.0,五华·北教场,3室2厅1卫,碧桂园龙腾世家
185.32,低楼层 (共39层),21045.0,官渡·巫家坝,4室2厅3卫,中南云境
109.0,低楼层 (共30层),10459.0,盘龙·世博,3室2厅2卫,俊发盛唐城
99.79,高楼层 (共13层),13028.0,盘龙·昆明湖公园,3室1厅1卫,昆明湖七里香
137.25,中楼层 (共11层),12022.0,五华·虹山,3室2厅2卫,鼎易天景
144.39,高楼层 (共24层),9696.0,呈贡·呈贡,4室2厅2卫,书香大地
112.79,高楼层 (共33层),11349.0,盘龙·白云,3室2厅2卫,金尚俊园
150.74,低楼层 (共35层),15789.0,呈贡·呈贡,4室2厅2卫,中通玖玺华府
236.82,低楼层 (共33层),6334.0,呈贡·呈贡,7室1厅1卫,绿地东海岸
71.26,高楼层 (共7层),11929.0,官渡·吴井,3室1厅1卫,南站新村小区6号院
126.0,高楼层 (共26层),11905.0,官渡·滇池半岛,3室2厅2卫,昆明恒大玖珑湾
253.66,低楼层 (共8层),8674.0,盘龙·东白沙河,5室2厅3卫,银海白沙郡
89.55,高楼层 (共6层),13624.0,盘龙·东白沙河,3室2厅2卫,万科白沙润园
80.0,中楼层 (共27层),6375.0,呈贡·呈贡,2室1厅1卫,雨花国际
126.65,中楼层 (共27层),10660.0,西山·草海,3室2厅2卫,昆明融创文旅城山语海北区
101.0,中楼层 (共33层),9505.0,官渡·新螺蛳湾,2室1厅1卫,中豪悦城花园
138.77,中楼层 (共15层),14413.0,西山·大商汇,4室2厅2卫,华都花园B区
79.0,低楼层 (共25层),7849.0,呈贡·经开区,3室2厅1卫,保利阳光城翡丽公园
129.07,低楼层 (共6层),11467.0,西山·草海,3室2厅2卫,经纬花苑
125.62,低楼层 (共34层),12180.0,呈贡·呈贡,3室2厅2卫,吾悦首府
65.04,中楼层 (共7层),9072.0,五华·北教场,2室1厅1卫,江岸小区韵江里
142.81,高楼层 (共33层),10154.0,西山·大商汇,3室2厅2卫,广福城雅福园
125.0,高楼层 (共6层),10880.0,五华·虹山,3室2厅2卫,景秀庄园
95.3,低楼层 (共34层),10494.0,五华·二环北,3室2厅1卫,中产花香四季
126.0,高楼层 (共12层),12302.0,西山·度假区,3室2厅2卫,西南海O区
94.78,高楼层 (共40层),14666.0,盘龙·新迎,3室2厅1卫,新迎新城
134.0,中楼层 (共20层),12165.0,官渡·滇池半岛,4室2厅2卫,北大资源颐和1898
159.7,高楼层 (共33层),12023.0,盘龙·新迎,5室2厅2卫,瑞鼎城天玺
85.76,中楼层 (共19层),7813.0,盘龙·世博,2室1厅1卫,清水木华
106.07,中楼层 (共14层),8957.0,盘龙·红云,3室2厅1卫,银河星辰花园
105.0,低楼层 (共16层),10477.0,官渡·新亚洲,3室2厅1卫,新亚洲体育城水木清华
90.0,中楼层 (共11层),12223.0,五华·虹山,2室2厅1卫,半导体家园
107.82,高楼层 (共27层),15582.0,官渡·滇池半岛,3室2厅2卫,万科500里
95.0,中楼层 (共7层),17685.0,盘龙·北辰,3室2厅2卫,金安小区
134.43,高楼层 (共27层),9299.0,呈贡·呈贡,3室2厅2卫,惠景园
74.17,高楼层 (共13层),11865.0,五华·红云,2室2厅1卫,江东小康城
86.0,低楼层 (共6层),11861.0,五华·小西门,4室1厅1卫,新闻路199/201/203号
93.13,低楼层 (共43层),10738.0,五华·高新,2室2厅1卫,昆明恒大名都西区
105.53,低楼层 (共30层),15162.0,官渡·巫家坝,3室2厅2卫,万科翡翠
142.0,高楼层 (共18层),17113.0,官渡·滇池半岛,4室2厅2卫,金科江湖海
170.14,中楼层 (共25层),16928.0,西山·草海,4室2厅2卫,昆明融创文旅城山语海北区
139.21,中楼层 (共33层),8549.0,盘龙·昆明湖公园,4室2厅2卫,天宇澜山
77.0,低楼层 (共34层),13117.0,西山·棕树营,2室2厅1卫,海伦堡中央广场
90.21,中楼层 (共44层),12749.0,盘龙·司家营,3室1厅1卫,俊发城茉莉苑
118.53,高楼层 (共32层),14174.0,官渡·巫家坝,3室1厅2卫,北科建春城大观
229.5,高楼层 (共7层),9543.0,盘龙·茨坝,5室2厅3卫,上林宽境二区
123.16,低楼层 (共33层),10150.0,盘龙·昆明湖公园,3室2厅2卫,昆明湖臻园B区
202.5,高楼层 (共7层),8642.0,官渡·新亚洲,6室2厅3卫,枫林盛景西区
107.02,高楼层 (共18层),12615.0,呈贡·呈贡,3室1厅2卫,中交锦绣雅郡
117.0,高楼层 (共7层),11112.0,官渡·吴井,3室2厅2卫,绿洲花园
74.32,中楼层 (共7层),9538.0,盘龙·白云,2室2厅1卫,76港
120.88,中楼层 (共33层),9597.0,盘龙·昆明湖公园,3室1厅2卫,昆明湖瑞园
123.16,低楼层 (共32层),16240.0,盘龙·白云,3室2厅2卫,云铜时代之窗
53.74,中楼层 (共13层),10421.0,五华·黑林铺,1室1厅1卫,戛纳小镇
142.31,高楼层 (共18层),7730.0,呈贡·呈贡,4室2厅2卫,时代俊园
145.46,高楼层 (共7层),15812.0,西山·度假区,4室2厅2卫,滇池卫城锦尚
74.88,中楼层 (共7层),9015.0,盘龙·白云,2室2厅1卫,托福园东小区
130.0,低楼层 (共11层),19924.0,西山·大商汇,3室2厅2卫,理想小镇
82.48,低楼层 (共6层),10912.0,五华·丰宁,3室2厅1卫,泰和苑
137.93,低楼层 (共29层),15951.0,官渡·巫家坝,4室1厅2卫,万科翡翠
113.46,中楼层 (共16层),10136.0,盘龙·世博,3室2厅2卫,印象·首日封
132.0,高楼层 (共18层),9925.0,盘龙·世博,4室2厅2卫,云南映象花好月圆
166.74,低楼层 (共28层),10496.0,盘龙·司家营,4室2厅2卫,金江小区·云苑
51.0,中楼层 (共33层),19608.0,官渡·滇池半岛,1室1厅1卫,山海湾
93.0,高楼层 (共33层),4947.0,呈贡·呈贡,3室2厅1卫,蓝光天娇城
126.88,低楼层 (共24层),13793.0,盘龙·世博,4室2厅2卫,远洋青云府
89.65,低楼层 (共44层),12270.0,盘龙·司家营,3室2厅1卫,俊发城茉莉苑
96.72,中楼层 (共6层),12304.0,盘龙·茨坝,3室1厅1卫,骆驼湾
143.01,低楼层 (共33层),12028.0,西山·南亚,3室2厅2卫,昆明恒大云报华府
93.99,中楼层 (共34层),12768.0,盘龙·世博,3室2厅1卫,中梁首府
107.31,高楼层 (共28层),10251.0,盘龙·世博,3室1厅2卫,北城映象·立春苑
159.36,低楼层 (共43层),13806.0,官渡·滇池半岛,4室2厅2卫,山海湾
89.0,高楼层 (共18层),9776.0,五华·高新,3室2厅1卫,景秀西苑
232.0,高楼层 (共6层),9483.0,西山·红星,6室2厅3卫,银海山水间
85.7,高楼层 (共29层),11552.0,盘龙·金沙,2室2厅1卫,碧桂园璟台
120.0,中楼层 (共11层),13167.0,西山·西苑,3室2厅2卫,晴朗云安
95.0,高楼层 (共7层),10527.0,官渡·国贸,3室2厅1卫,民航永香家属院
90.48,高楼层 (共34层),12710.0,盘龙·世博,3室2厅1卫,俊发盛唐城F区
73.34,高楼层 (共33层),13363.0,盘龙·白云,2室2厅1卫,金呈北泰花园
80.26,低楼层 (共34层),11837.0,官渡·金马,2室2厅1卫,金马腾苑
120.87,高楼层 (共24层),14893.0,官渡·滇池半岛,3室2厅2卫,万科翡翠滨江
122.9,中楼层 (共7层),8381.0,西山·大商汇,3室2厅2卫,夏意雅园
143.0,中楼层 (共11层),17903.0,五华·泛亚,4室2厅3卫,和悦铭著
140.25,中楼层 (共16层),10125.0,官渡·新亚洲,4室2厅2卫,新亚洲体育城星泽园
140.25,低楼层 (共16层),11195.0,官渡·新亚洲,4室2厅2卫,新亚洲体育城星泽园
93.55,中楼层 (共43层),11759.0,五华·高新,2室2厅1卫,昆明恒大名都西区
184.0,低楼层 (共31层),17935.0,官渡·巫家坝,4室2厅3卫,保利天际
110.79,低楼层 (共33层),11373.0,五华·高新,3室2厅2卫,昆明恒大名都西区
49.28,中楼层 (共7层),10958.0,五华·北教场,2室2厅1卫,江岸小区韵江里
121.52,中楼层 (共7层),9217.0,盘龙·世博,3室2厅2卫,碧澄心屿
74.0,低楼层 (共33层),9460.0,五华·红云,2室2厅1卫,时代锋尚园 
143.1,中楼层 (共32层),24459.0,西山·西山万达,4室2厅2卫,锦粼天序
143.59,中楼层 (共44层),12536.0,盘龙·司家营,4室2厅3卫,俊发城茉莉苑
135.0,高楼层 (共20层),14815.0,官渡·滇池半岛,3室1厅2卫,北大资源颐和1898
207.0,高楼层 (共27层),18841.0,西山·草海,4室2厅3卫,昆明融创文旅城花语湾
83.93,中楼层 (共16层),10128.0,五华·高新,2室2厅1卫,桂鑫园
137.0,中楼层 (共32层),22628.0,西山·西山万达,4室2厅2卫,锦粼天序
97.0,中楼层 (共13层),10207.0,西山·大商汇,2室2厅1卫,华都花园A区
160.0,低楼层 (共12层),4188.0,安宁·太平新城,4室2厅2卫,昆华苑
60.38,中楼层 (共7层),9772.0,西山·云纺,2室2厅1卫,云兴路118号
76.7,低楼层 (共7层),7693.0,盘龙·金沙,2室2厅1卫,金沙小区
137.0,中楼层 (共31层),18395.0,西山·西山万达,4室2厅2卫,锦粼天序
72.21,低楼层 (共44层),12187.0,官渡·新螺蛳湾,2室1厅1卫,俊发彩云城辰湾
177.11,中楼层 (共6层),10051.0,盘龙·白云,4室2厅2卫,鸿兴苑
85.0,低楼层 (共16层),11530.0,盘龙·世博,2室2厅1卫,晨光大道
139.9,中楼层 (共7层),10722.0,五华·黑林铺,4室2厅2卫,兴盛园
104.0,低楼层 (共6层),11539.0,官渡·吴井,2室2厅2卫,和平新村
120.47,中楼层 (共18层),14112.0,盘龙·东白沙河,3室2厅2卫,中交碧桂园映象美庐
88.86,高楼层 (共14层),10129.0,官渡·国贸,2室1厅1卫,兴泽园小区
137.0,低楼层 (共8层),10949.0,官渡·世纪城,3室1厅2卫,樱花语春天里
115.0,高楼层 (共33层),18696.0,官渡·滇池半岛,3室2厅2卫,万科500里
81.3,低楼层 (共34层),9841.0,盘龙·北辰,2室2厅1卫,天怡峰景
151.0,低楼层 (共33层),15232.0,西山·南亚,4室2厅1卫,昆明恒大云报华府
60.82,低楼层 (共28层),13976.0,盘龙·白云,1室0厅1卫,金色年华
89.0,低楼层 (共29层),12697.0,官渡·新亚洲,3室2厅1卫,万科魅力之城
84.81,中楼层 (共34层),10377.0,呈贡·呈贡,2室2厅1卫,七彩云南第壹城
82.07,中楼层 (共6层),12794.0,西山·度假区,3室1厅1卫,滇池卫城锦尚
144.0,高楼层 (共27层),18056.0,官渡·滇池半岛,4室2厅2卫,万科500里
70.59,低楼层 (共7层),10059.0,官渡·国贸,2室2厅1卫,鸿宇花园
113.0,低楼层 (共30层),16992.0,官渡·巫家坝,3室2厅2卫,保利天际
107.0,低楼层 (共33层),8412.0,五华·红云,3室2厅2卫,时代锋尚园 
65.72,高楼层 (共7层),9130.0,五华·丰宁,2室2厅1卫,丰宁小区
48.52,低楼层 (共7层),10306.0,西山·南亚,1室2厅1卫,和正巷小区
129.33,低楼层 (共31层),9588.0,五华·红云,3室2厅2卫,和谐世纪
120.68,高楼层 (共34层),16159.0,西山·西山万达,3室1厅2卫,金地悦天下
89.39,低楼层 (共33层),11859.0,官渡·新亚洲,3室1厅1卫,万科魅力之城
111.59,高楼层 (共8层),23300.0,官渡·滇池半岛,4室2厅3卫,滇池俊府
53.04,高楼层 (共20层),10559.0,盘龙·世博,2室1厅1卫,美术小区
148.0,高楼层 (共30层),18244.0,官渡·巫家坝,4室2厅2卫,保利天际
113.0,高楼层 (共30层),17700.0,官渡·巫家坝,3室2厅2卫,保利天际
89.97,高楼层 (共18层),9848.0,五华·高新,3室1厅2卫,景秀西苑
135.0,中楼层 (共44层),12593.0,盘龙·白云,4室2厅2卫,金尚俊园
113.0,高楼层 (共30层),16815.0,官渡·巫家坝,3室2厅2卫,保利天际
